masalas,"['cardamom', 'black cumin', 'asafetida', 'nutmug', 'black pepper', 'mango powder', 'red chilli', 'pepper', 'ginger', 'turmeric', 'garlic', 'bay leaf', 'basil seeds', 'coriander seeds', 'holy basil', 'carom seeds', 'mace', 'cumin', 'brown mustard', 'cloves', 'mustard seeds', 'garam masala', 'fennel seeds', 'fenugreek leaves', 'star anise', 'cinnamon', 'poppy seeds', 'saffron', 'curry leaves', 'black cardamom', 'coriander powder', 'fenugreek seeds', 'cassia bark', 'tamarind', 'sesame seeds', 'pomegranate seeds', 'mint', 'ginger powder', 'gooseberry grass powder']"
curry,"[' curry ', ' soup ', ' paste ', ' sauce ', ' dessert ', ' cake ', ' sweet ', ' grilled ', ' baked ', ' fried ', ' boiled ']"
vegetarian,"['ackee', 'african eggplant', 'agati', 'air potato', 'amaranthus spp', 'american groundnut', 'armenian cucumber', 'arracacha', 'arrowleaf elephant ear', 'arrowroot', 'artichoke', 'ash gourd', 'asparagus', 'avocado', 'azuki bean', 'bambara groundnut', 'bamboo', 'banana', 'barbados gooseberry', 'beet', 'beetroot', 'bitter bean', 'bitter gourd', 'bitter vetch', 'bitterleaf', 'black mustard', 'black radish', 'black salsify', 'blanched celery', 'breadfruit', 'broad bean', 'broccoli', 'brussels sprout', ""buck's horn plantain"", 'buttercup squash', 'butternut squash', 'cabbage', 'cabbage-tree', 'caigua', 'calabash', 'capsicum spp', 'caraway', 'carrot', 'cassabanana', 'cassava', 'catjang', 'cauliflower', 'celeriac', 'celery', 'celtuce', 'chameleon plant', 'chard', 'chayote', 'chickpea', 'chicory', 'chilacayote', 'chili pepper capsicum annuum', 'chili pepper capsicum baccatum', 'chili pepper capsicum chinense', 'chili pepper capsicum frutescens', 'chili pepper capsicum pubescens', 'chili peppers', 'chinese cabbage', 'chinese potato', 'chinese water chestnut', 'chinese yam', 'chives', 'chufa sedge', 'common bean', 'common dandelion', 'common purslane', 'corn salad', 'cowpea', 'cress', 'cucumber', 'cushaw pumpkin', 'daikon', 'drumstick tree', 'eggplant', 'elephant foot yam', 'elephant garlic', 'endive', 'enset', 'ethiopian eggplant', 'ethiopian mustard', 'florence fennel', 'fluted gourd', 'gac', 'garden rocket', 'garlic', 'geocarpa groundnut', 'good king henry', 'grass pea', 'green amaranth', 'groundnut', 'guar bean', 'horse gram', 'horseradish', 'hyacinth bean', 'iceplant', 'indian fig', 'indian spinach', 'ivy gourd', 'jerusalem artichoke', 'jicama', 'kale', 'kohlrabi', 'konjac', 'kurrat', 'leek', 'lentil', 'lettuce', 'lima bean', 'longevity spinach', 'lotus', 'maca', 'maize', 'mangelwurzel', 'mashua', 'moso bamboo', 'moth bean', 'mung bean', 'mustard greens', 'napa cabbage', 'neem', 'oca', 'okinawan spinach', 'okra', ""oldham's bamboo"", 'olive', 'onion', 'parsnip', 'pea', 'pigeon pea', 'plantain', 'pointed gourd', 'potato', 'quinoa', 'radish', 'rapeseed', 'red amaranth', 'rhubarb', 'ribbed gourd', 'rice bean', 'root parsley', 'runner bean', 'rutabaga', 'sago palm', 'salsify', 'scallion', 'sea kale', 'shallot', 'snake gourd', 'snow pea', 'sorrel', 'soybean', 'spilanthes', 'spinach', 'spinach beet', 'sugar beet', 'sweet potato', 'taro', 'tarwi', 'teasle gourd', 'tepary bean', 'tinda', 'tomato', 'tossa jute', 'tuberous pea', 'turnip', 'turnip-rooted chervil', 'urad bean', 'water caltrop trapa bicornis', 'water caltrop trapa natans', 'water morning glory', 'watercress', 'welsh onion', 'west african okra', 'west indian gherkin', 'white goosefoot', 'white yam', 'winged bean', 'winter purslane', 'yacón', 'yam', 'yard-long bean', 'zucchini']"
